0,1,2,3,4,5,6,7,8,9
14.160134,14.37665,14.463257,14.463257,14.480576999999998,14.506557999999998,14.809681,14.809681,14.922269,14.982892000000001
14.37665,14.463257,14.463257,14.480576999999998,14.506557999999998,14.809681,14.809681,14.922269,14.982892000000001,14.896289999999999
14.463257,14.463257,14.480576999999998,14.506557999999998,14.809681,14.809681,14.922269,14.982892000000001,14.896289999999999,15.156107
14.463257,14.480576999999998,14.506557999999998,14.809681,14.809681,14.922269,14.982892000000001,14.896289999999999,15.156107,15.069501
14.480576999999998,14.506557999999998,14.809681,14.809681,14.922269,14.982892000000001,14.896289999999999,15.156107,15.069501,15.069501
14.506557999999998,14.809681,14.809681,14.922269,14.982892000000001,14.896289999999999,15.156107,15.069501,15.069501,14.939589999999999
14.809681,14.809681,14.922269,14.982892000000001,14.896289999999999,15.156107,15.069501,15.069501,14.939589999999999,14.852982999999998
14.809681,14.922269,14.982892000000001,14.896289999999999,15.156107,15.069501,15.069501,14.939589999999999,14.852982999999998,14.7837
14.922269,14.982892000000001,14.896289999999999,15.156107,15.069501,15.069501,14.939589999999999,14.852982999999998,14.7837,15.216731
14.982892000000001,14.896289999999999,15.156107,15.069501,15.069501,14.939589999999999,14.852982999999998,14.7837,15.216731,15.225391
14.896289999999999,15.156107,15.069501,15.069501,14.939589999999999,14.852982999999998,14.7837,15.216731,15.225391,15.372622
15.156107,15.069501,15.069501,14.939589999999999,14.852982999999998,14.7837,15.216731,15.225391,15.372622,15.502532
15.069501,15.069501,14.939589999999999,14.852982999999998,14.7837,15.216731,15.225391,15.372622,15.502532,15.502532
15.069501,14.939589999999999,14.852982999999998,14.7837,15.216731,15.225391,15.372622,15.502532,15.502532,15.268694
14.939589999999999,14.852982999999998,14.7837,15.216731,15.225391,15.372622,15.502532,15.502532,15.268694,15.589138
14.852982999999998,14.7837,15.216731,15.225391,15.372622,15.502532,15.502532,15.268694,15.589138,16.541809
14.7837,15.216731,15.225391,15.372622,15.502532,15.502532,15.268694,15.589138,16.541809,16.541809
15.216731,15.225391,15.372622,15.502532,15.502532,15.268694,15.589138,16.541809,16.541809,17.018141
15.225391,15.372622,15.502532,15.502532,15.268694,15.589138,16.541809,16.541809,17.018141,17.407869
15.372622,15.502532,15.502532,15.268694,15.589138,16.541809,16.541809,17.018141,17.407869,17.407869
15.502532,15.502532,15.268694,15.589138,16.541809,16.541809,17.018141,17.407869,17.407869,18.187328
15.502532,15.268694,15.589138,16.541809,16.541809,17.018141,17.407869,17.407869,18.187328,18.750270999999998
15.268694,15.589138,16.541809,16.541809,17.018141,17.407869,17.407869,18.187328,18.750270999999998,18.692636
15.589138,16.541809,16.541809,17.018141,17.407869,17.407869,18.187328,18.750270999999998,18.692636,17.980536999999998
16.541809,16.541809,17.018141,17.407869,17.407869,18.187328,18.750270999999998,18.692636,17.980536999999998,18.087351
16.541809,17.018141,17.407869,17.407869,18.187328,18.750270999999998,18.692636,17.980536999999998,18.087351,18.033943
17.018141,17.407869,17.407869,18.187328,18.750270999999998,18.692636,17.980536999999998,18.087351,18.033943,18.532415
17.407869,17.407869,18.187328,18.750270999999998,18.692636,17.980536999999998,18.087351,18.033943,18.532415,18.01614
17.407869,18.187328,18.750270999999998,18.692636,17.980536999999998,18.087351,18.033943,18.532415,18.01614,18.843957999999997
18.187328,18.750270999999998,18.692636,17.980536999999998,18.087351,18.033943,18.532415,18.01614,18.843957999999997,19.271219
